runner_id,race_id,meet_id,jockey_win_rate,jockey_total_races,jockey_roi,jockey_track_win_rate,jockey_track_races,jockey_win_rate_7d,jockey_races_7d,jockey_win_rate_30d,jockey_races_30d,jockey_win_rate_90d,jockey_races_90d,trainer_win_rate,trainer_total_races,trainer_roi,trainer_track_win_rate,trainer_track_races,trainer_win_rate_7d,trainer_races_7d,trainer_win_rate_30d,trainer_races_30d,trainer_win_rate_90d,trainer_races_90d,horse_win_rate,horse_total_races,horse_avg_finish,horse_days_since_last_race,horse_career_earnings,race_distance,race_distance_furlongs,surface_dirt,surface_turf,surface_synthetic,race_type_maiden,race_type_claiming,race_type_allowance,race_type_stakes,race_purse,race_min_claim_price,race_max_claim_price,is_graded_stakes,field_size,post_position,post_position_normalized,weight_carried,ml_odds_decimal,ml_odds_prob,ml_odds_rank,is_favorite,odds_category_heavy_favorite,odds_category_favorite,odds_category_second_tier,odds_category_mid_price,odds_category_longshot,odds_category_extreme_longshot,odds_category_unknown,target_win,target_finish_position
4373.0,475.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,77000.0,0.0,0.0,0.0,7.0,7.0,1.0,123.0,20.0,0.047619047619047616,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
4374.0,476.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,6.0,1.0,0.16666666666666666,121.0,8.0,0.1111111111111111,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
4376.0,476.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,6.0,3.0,0.5,121.0,8.0,0.1111111111111111,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
4377.0,476.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,6.0,4.0,0.6666666666666666,121.0,2.5,0.2857142857142857,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4378.0,476.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,6.0,5.0,0.8333333333333334,121.0,3.5,0.2222222222222222,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4379.0,476.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.09090909090909091,1,-1.0,0.1,0,0.09090909090909091,1,0.09090909090909091,1,0.09090909090909091,1,0.1,0,5.0,999,0.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,6.0,6.0,1.0,121.0,3.5,0.2222222222222222,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
4380.0,476.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,6.0,7.0,1.1666666666666667,123.0,3.0,0.25,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
4381.0,477.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,122.0,5.0,0.16666666666666666,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
4382.0,477.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,7.0,2.0,0.2857142857142857,122.0,4.0,0.2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
4384.0,477.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.15384615384615385,3,-0.43333333333333335,0.1,0,0.15384615384615385,3,0.15384615384615385,3,0.15384615384615385,3,0.1,0,5.0,999,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,7.0,4.0,0.5714285714285714,122.0,1.8,0.35714285714285715,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4385.0,477.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,7.0,5.0,0.7142857142857143,122.0,12.0,0.07692307692307693,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
4386.0,477.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.15384615384615385,3,-0.43333333333333335,0.1,0,0.15384615384615385,3,0.15384615384615385,3,0.15384615384615385,3,0.1,0,5.0,999,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,7.0,6.0,0.8571428571428571,122.0,3.5,0.2222222222222222,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
4387.0,477.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,7.0,7.0,1.0,122.0,8.0,0.1111111111111111,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
4388.0,477.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,7.0,8.0,1.1428571428571428,122.0,12.0,0.07692307692307693,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
4389.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,1.0,0.09090909090909091,121.0,6.0,0.14285714285714285,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
4390.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,2.0,0.18181818181818182,121.0,15.0,0.0625,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
4391.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,3.0,0.2727272727272727,123.0,15.0,0.0625,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
4392.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,4.0,0.36363636363636365,116.0,8.0,0.1111111111111111,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
4393.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,5.0,0.45454545454545453,121.0,30.0,0.03225806451612903,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
4394.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,6.0,0.5454545454545454,123.0,2.5,0.2857142857142857,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
4395.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,7.0,0.6363636363636364,121.0,50.0,0.0196078431372549,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
4396.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,8.0,0.7272727272727273,123.0,2.0,0.3333333333333333,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
4397.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,9.0,0.8181818181818182,121.0,20.0,0.047619047619047616,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
4398.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,10.0,0.9090909090909091,123.0,12.0,0.07692307692307693,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
4399.0,478.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28000.0,10000.0,10000.0,0.0,11.0,11.0,1.0,121.0,8.0,0.1111111111111111,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
4400.0,479.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,7.0,1.0,0.14285714285714285,121.0,8.0,0.1111111111111111,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
4401.0,479.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,7.0,2.0,0.2857142857142857,123.0,12.0,0.07692307692307693,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
4402.0,479.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,7.0,3.0,0.42857142857142855,121.0,6.0,0.14285714285714285,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
4403.0,479.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,7.0,4.0,0.5714285714285714,121.0,2.0,0.3333333333333333,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
4404.0,479.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,7.0,5.0,0.7142857142857143,123.0,4.0,0.2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
4405.0,479.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.09090909090909091,1,-1.0,0.1,0,0.09090909090909091,1,0.09090909090909091,1,0.09090909090909091,1,0.1,0,5.0,999,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,7.0,6.0,0.8571428571428571,121.0,3.0,0.25,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
4406.0,479.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86000.0,75000.0,75000.0,0.0,7.0,7.0,1.0,123.0,5.0,0.16666666666666666,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
4408.0,480.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,9.0,2.0,0.2222222222222222,122.0,12.0,0.07692307692307693,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
4409.0,480.0,87.0,0.1,0,0.0,0.1,0,0.1,0,0.1,0,0.1,0,0.09090909090909091,1,-1.0,0.1,0,0.09090909090909091,1,0.09090909090909091,1,0.09090909090909091,1,0.1,0,5.0,999,0.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,9.0,3.0,0.3333333333333333,122.0,10.0,0.09090909090909091,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
